FullAddress,CommunityName ,PropertyID,CountyState,Risk,HousingCompany,PrivateEquityFirm,Units,YearAcquired,Fannie/Freddie,PropertyType,Latitude,Longitude,,
"4750 Siesta Lago Dr Kissimee,FL 34746",Siesta Lago,FL-Siesta Lago-4750,"Osceola, FL",Relatively Moderate,RHP Properties (Brookfield),Brookfield Corporation,490,2017,No,Manufactured Housing,28.313918,-81.472102,,
"700 35th St Marion,IA 52302",Marion Village,IA-Marion Village-700,"Linn, IA",Relatively Moderate,Yes! Communities,Stockbridge Capital Group,488,2012,Freddie Mac,Manufactured Housing,42.033523,-91.574044,,
"206 Sue Ellen Drive La Vergne,TN 37086",Cedar Glen,TN-Cedar Glen-206,"Rutherford, TN",Relatively Moderate,Yes! Communities,Stockbridge Capital Group,488,2008,Fannie Mae,Manufactured Housing,36.026674,-86.545948,,
"306 S Recker Rd Mesa,AZ 85206",Parkhaven Estates,AZ-Parkhaven Estates-306,"Maricopa, AZ",Very High,Treehouse Communities,The Blackstone Group,488,2018,Fannie Mae,Manufactured Housing,33.410091,-111.70255,,
"17707 South Telegraph Rd Brownstown,MI 48174",Tela Valley,MI-Tela Valley-17707,"Wayne, MI",Relatively High,Inspire Communities,Apollo Global Management,488,2009,Fannie Mae,Manufactured Housing,42.176852,-83.266126,,
"200 Orchid Drive Fruitland Park,FL 34731",Lake Griffin Isles,FL-Lake Griffin Isles-200,"Lake, FL",Relatively Moderate,Legacy Communities,Legacy Communities,488,N/A,Fannie Mae,Manufactured Housing,28.872651,-81.885838,,
"2500 East Harmony Road Fort Collins,CO 80528",Harmony Village,CO-Harmony Village-2500,"Larimer, CO",Relatively Moderate,RHP Properties (Brookfield),Brookfield Corporation,486,N/A,No,Manufactured Housing,40.527433,-105.03217,,
"1600 N Ridgeview Rd Olathe,KS 66061",Santa Barbara Estates,KS-Santa Barbara Estates-1600,"Johnson, KS",Relatively High,Yes! Communities,Stockbridge Capital Group,484,2020,Freddie Mac,Manufactured Housing,38.908008,-94.796013,,
"4310 Meadow Lane Dr Traverse City,MI 49685",Meadow Lane,MI-Meadow Lane-4310,"Grand Traverse, MI",Relatively Low,Havenpark Communities,Havenpark Capital Partners,483,2020,No,Manufactured Housing,44.69801,-85.662479,,
"1115 Paul Martin Drive Edgewood,MD 21040",Harford Village,MD-Harford Village -1115,"Harford, MD",Relatively Low,RHP Properties (RHP),RHP Properties,482,N/A,No,Manufactured Housing,39.436932,-76.31428,,
"8225 Embury Rd Grand Blanc,MI 48439",Grand Blanc Crossing,MI-Grand Blanc Crossing-8225,"Genesee, MI",Relatively Moderate,Yes! Communities,Stockbridge Capital Group,478,2016,Fannie Mae,Manufactured Housing,42.910722,-83.637343,,
"1701 N International Blvd Weslaco,TX 78596",Snow to Sun,TX-Snow to Sun-1701,"Hidalgo, TX",Relatively High,RHP Properties (Brookfield),Brookfield Corporation,476,2017,No,Manufactured Housing,26.17858,-97.958809,,
"1 Birch Dr Sandwich,IL",Wildwood Communities,IL-Wildwood Communities-1,"Lasalle, IL",Relatively Moderate,Havenpark Communities,Havenpark Capital Partners,476,2024,N/A,Manufactured Housing,41.621104,-88.649662,,
"4200 US Highway 29 N Greensboro,NC 27405",Oakwood Forest,NC-Oakwood Forest-4200,"Guilford, NC",Relatively Moderate,Yes! Communities,Stockbridge Capital Group,470,2016,No,Manufactured Housing,36.13667,-79.735406,,
"1887 N State Rd 29 Labelle,FL 33935",Whisper Creek Rv Resort,FL-Whisper Creek Rv Resort-1887,"Glades, FL",Relatively Low,Inspire Communities,Apollo Global Management,470,2016,No,Manufactured Housing,26.78711,-81.434907,,
"6661 N Canal Rd Diamondale,MI 48821",Windsor Estates,MI-Windsor Estates-6661,"Eaton, MI",Relatively Low,Havenpark Communities,Havenpark Capital Partners,470,2007,Freddie Mac,Manufactured Housing,42.664087,-84.662058,,
"16711 McGregor Blvd Fort Myers,FL",Tropicana Mobile Manor,FL-Tropicana Mobile Manor-16711,"Lee, FL",Relatively High,The Carlyle Group,The Carlyle Group,470,N/A,N/A,Manufactured Housing,26.500167,-81.966524,,
"10420 US Highway 31 Tanner,AL 35671",Swan Creek,AL-Swan Creek-10420,"Limestone, AL",Relatively Low,Inspire Communities,Apollo Global Management,469,2021,No,Manufactured Housing,34.707152,-86.952305,,
"750 Six Flags Road Austell,GA 30168",The Village at Six Flags,GA-The Village at Six Flags -750,"Cobb, GA",Relatively High,RHP Properties (RHP),RHP Properties,469,N/A,Freddie Mac,Manufactured Housing,33.754528,-84.577587,,
"2859 W Marlborough Ave Coeur D'Alene,ID 83815",Oak Crest,ID-Oak Crest-2859,"Kootenai, ID",Relatively Low,Havenpark Communities,Havenpark Capital Partners,467,2021,Fannie Mae,Manufactured Housing,47.719794,-116.814795,,
"2170 Thousand Oaks Dr San Antonio,TX",Sunset Canyon Apartments,TX-Sunset Canyon Apartments-2170,"Bexar, TX",Relatively High,Fortress Investment Group,,466,2019,N/A,Manufactured Housing,29.589869,-98.456516,,
"100 Oaks Dr Mays Landing,NJ 8330",Oaks at Weymouth,NJ-Oaks at Weymouth-100,"Atlantic, NJ",Relatively Moderate,Hometown America,Calzada Capital Partners,465,N/A,No,Manufactured Housing,39.663535,-74.807044,,
"1801 Cates Rd Mays Landing,NJ 8330",Fairways at Mays Landing,NJ-Fairways at Mays Landing-1801,"Atlantic, NJ",Relatively Moderate,Hometown America,Calzada Capital Partners,465,2012,No,Manufactured Housing,39.434789,-74.628829,,
"100 Castle Drive Gainesville,FL 32607",Hidden Oaks,FL-Hidden Oaks-100,"Alachua, FL",Relatively Moderate,Yes! Communities,Stockbridge Capital Group,462,2016,Freddie Mac,Manufactured Housing,29.651979,-82.413524,,
"2500 E Business Hwy 83 Mission,TX 51747",El Valle del Sol,TX-El Valle del Sol-2500,"Hidalgo, TX",Relatively High,Inspire Communities,Apollo Global Management,462,N/A,No,Manufactured Housing,26.209942,-98.280504,,
"2 Rivermead Blvd. East Hartford,CT 06118",Rivermead Pointe North / South,CT-Rivermead Pointe North / South -2,"Capitol Planning, CT",#N/A,RHP Properties (RHP),RHP Properties,462,N/A,No,Manufactured Housing,41.732619,-72.634384,,
"6330 South Congress Lantana,FL 33462",Lantana Cascade,FL-Lantana Cascade -6330,"Palm Beach, FL",Relatively High,RHP Properties (RHP),RHP Properties,462,N/A,Fannie Mae,Manufactured Housing,26.58252,-80.091221,,
"1620 Gulf Coast Dr Naples,FL 34110",Landmark Naples,FL-Landmark Naples-1620,"Collier, FL",Relatively High,Hometown America,Calzada Capital Partners,459,1999,No,Manufactured Housing,26.299831,-81.798304,,
"1091 Mt Zion Marlboro Rd Lothian,MD 20711",Boone's Estates,MD-Boone's Estates-1091,"Anne Arundel, MD",Relatively Moderate,Horizon Land Company,Federal Capital Partners,459,2017,Fannie Mae,Manufactured Housing,38.811519,-76.680834,,
"2252 Hollowridge Dr. Orange City,FL 32763",Country Village,FL-Country Village -2252,"Volusia, FL",Relatively High,RHP Properties (RHP),RHP Properties,457,N/A,No,Manufactured Housing,28.938111,-81.266234,,
"700 Chrysler Dr Belvidere,IL 61008",Four seasons Mobile Home Park,IL-Four seasons Mobile Home Park-700,"Boone, IL",Relatively Low,Kingsley Management,Kingsley Management,457,N/A,N/A,Manufactured Housing,42.240125,-88.848199,,
"515 Mason Rd Howell,MI 48843",Howell Estates,MI-Howell Estates-515,"Livingston, MI",Relatively Low,Yes! Communities,Stockbridge Capital Group,455,2020,Fannie Mae,Manufactured Housing,42.599764,-83.940845,,
"9101 West Normandy Blvd Jacksonville,FL 32221",The Breakers,FL-The Breakers-9101,"Duval, FL",Relatively High,Yes! Communities,Stockbridge Capital Group,453,2023,Fannie Mae,Manufactured Housing,30.286979,-81.804075,,
"1456 E Philadelphia Ontario,CA 91761",Rancho Ontario,CA-Rancho Ontario-1456,"San Bernardino, CA",Very High,The Carlyle Group,The Carlyle Group,453,2020,N/A,Manufactured Housing,34.032709,-117.62351,,
"234 Sulphur Springs Dr Batavia,OH 45103",Greenbriar Estates,OH-Greenbriar Estates-234,"Clermont, OH",Relatively Low,Yes! Communities,Stockbridge Capital Group,452,2020,Fannie Mae,Manufactured Housing,39.062315,-84.118073,,
"3751 South Nellis Blvd Las Vegas,NV 89121",Pueblo del Sol,NV-Pueblo del Sol-3751,"Clark, NV",Very High,Windward Communities,Green Courte Partners,452,2018,No,Manufactured Housing,36.120617,-115.067854,,
"402 East Highway 121 Lewisville,TX 75057",Northwood,TX-Northwood -402,"Denton, TX",Relatively High,RHP Properties (RHP),RHP Properties,452,N/A,No,Manufactured Housing,33.03662,-96.989746,,
"3601 E Wyoming Ave Las Vegas,NV",Maycliff Mobile Home Park,NV-Maycliff Mobile Home Park-3601,"Clark, NV",Very High,Havenpark Communities,Havenpark Capital Partners,451,2025,N/A,Manufactured Housing,36.149866,-115.09543,,
"21851 Newland St Huntington Beach,CA 92646",Huntington by the Sea,CA-Huntington by the Sea-21851,"Orange, CA",Very High,Hometown America,Calzada Capital Partners,447,2020,No,Manufactured Housing,33.647991,-117.98106,,
"4290 Royal Manor Boulevard Boynton Beach,FL 33436",Sea Medow,FL-Sea Medow-4290,"Palm Beach, FL",Relatively High,The Carlyle Group,The Carlyle Group,447,2017,No,Manufactured Housing,26.545209,-80.111427,,
"280 La Vista Drive Winter Springs,FL 32708",Hacienda Village MHC,FL-Hacienda Village MHC-280,"Seminole, FL",Relatively Moderate,Legacy Communities,Legacy Communities,447,N/A,N/A,Manufactured Housing,28.695574,-81.302271,,
"5 Springdale Drive Belton,MO 64012",Springdale Lake,MO-Springdale Lake -5,"Cass, MO",Relatively Low,RHP Properties (Brookfield),Brookfield Corporation,445,N/A,Fannie Mae,Manufactured Housing,38.821705,-94.508101,,
"42 Avalon Dr. Arden,NC 28704",Wellington Estates,NC-Wellington Estates -42,"Buncombe, NC",Relatively Moderate,RHP Properties (RHP),RHP Properties,438,N/A,No,Manufactured Housing,35.45777,-82.522429,,
"4290 Royal Manor Blvd Boynton Beach,FL 33436",Royal Manor Estates,FL-Royal Manor Estates-4290,"Palm Beach, FL",Relatively High,The Carlyle Group,The Carlyle Group,437,2017,No,Manufactured Housing,26.545209,-80.111427,,
"1855 E Riverside Dr Ontario,CA 91761",Country Meadows MHC,CA-Country Meadows MHC-1855,"San Bernardino, CA",Very High,Kingsley Management,Kingsley Management,437,N/A,Fannie Mae,Manufactured Housing,34.021941,-117.613161,,
"7117 Southwest Archer Rd Gainesville,FL 32608",The Palms of Archer,FL-The Palms of Archer-7117,"Alachua, FL",Relatively Moderate,Yes! Communities,Stockbridge Capital Group,436,2018,Fannie Mae,Manufactured Housing,29.59682,-82.417347,,
"603 63rd Ave. Bradenton,FL 34207",Bayshore Windmill Village,FL-Bayshore Windmill Village -603,"Manatee, FL",Relatively High,RHP Properties (RHP),RHP Properties,436,N/A,No,Manufactured Housing,27.431486,-82.572005,,
"6700 Jefferson Paige Road Shreveport,LA 71119",Pinecrest,LA-Pinecrest-6700,"Caddo, LA",Relatively Moderate,Homes of America,Alden Global Capital,436,N/A,N/A,Manufactured Housing,32.478787,-93.881845,,
"39500 W Warren Rd Canton,MI 48187",Royal Holiday,MI-Royal Holiday-39500,"Wayne, MI",Relatively High,Cambio Communities,Silver Creek Capital,436,2023,No,Manufactured Housing,42.331402,-83.429697,,
"18050 32nd Ave S SeaTac,WA",Bow Lake Retirement Community,WA-Bow Lake Retirement Community-18050,"King, WA",Very High,The Carlyle Group,The Carlyle Group,435,N/A,N/A,Manufactured Housing,47.45371,-122.321791,,
"7700 Forest Hill Dr Fort Worth,TX 76140",Colinas Del Bosque,TX-Colinas Del Bosque-7700,"Tarrant, TX",Relatively High,Crow Holdings,Crow Holdings Capital - Real Estate,434,2021,Freddie Mac,Manufactured Housing,32.642702,-97.272604,,
"58701 Meadow Creek Blvd New Haven,MI 48048",Meadow Creek,MI-Meadow Creek-58701,"Macomb, MI",Relatively High,Windward Communities,Green Courte Partners,433,2012,Fannie Mae,Manufactured Housing,42.732535,-82.778896,,
"305 S Val Vista Dr Mesa,AZ 85204",El Mirage,AZ-El Mirage-305,"Maricopa, AZ",Very High,The Carlyle Group,The Carlyle Group,433,2020,No,Manufactured Housing,33.409881,-111.753342,,
"12 Highland Ave Sorrento,FL 32776",Oak Springs,FL-Oak Springs-12,"Lake, FL",Relatively Moderate,Treehouse Communities,The Blackstone Group,432,N/A,No,Manufactured Housing,28.788941,-81.532008,,
"424 32 Road Clifton,CO 81520",Candlewood Park,CO-Candlewood Park-424,"Montrose, CO",Relatively Low,Inspire Communities,Apollo Global Management,431,2016,Fannie Mae,Manufactured Housing,38.483418,-108.998549,,
"10201 West Beaver St Jacksonville,FL 32220",Paradise Village,FL-Paradise Village-10201,"Duval, FL",Relatively High,Inspire Communities,Apollo Global Management,431,2018,Fannie Mae,Manufactured Housing,30.318346,-81.825975,,
"7112 Pan American Freeway NE Albuquerque,NM 87109",Albuquerque Meadows,NM-Albuquerque Meadows-7112,"Bernalillo, NM",Relatively High,Legacy Communities,Legacy Communities,430,N/A,Fannie Mae,Manufactured Housing,35.161436,-106.581494,,
"2500 Mann Rd Clarkston,MI 48346",Independence Woods,MI-Independence Woods-2500,"Oakland, MI",Relatively High,Kingsley Management,Kingsley Management,430,N/A,N/A,Manufactured Housing,42.708272,-83.335753,,
"9605 Hwy 90 West San Antonio,TX 78245",Camino Creek,TX-Camino Creek-9605,"Bexar, TX",Relatively High,Yes! Communities,Stockbridge Capital Group,429,N/A,Fannie Mae,Manufactured Housing,29.389654,-98.678061,,
"435 N 35th Ave Greeley,CO 80631",Stoneybrook Estates,CO-Stoneybrook Estates-435,"Weld, CO",Relatively Moderate,RHP Properties (RHP),RHP Properties,429,2017,No,Manufactured Housing,40.437452,-104.739777,,
"799 Clearlake Rd Cocoa,FL 32922",Sunrise Village,FL-Sunrise Village-799,"Brevard, FL",Relatively High,Riverstone Communities,Riverstone Capital Partners,428,2006,Fannie Mae,Manufactured Housing,28.365404,-80.7587,,
"700 Rimrock Dr Gallup,NM",Redhill Mobile Home Park,NM-Redhill Mobile Home Park-700,"McKinley, NM",Relatively Low,Impact Communities,MHP Funds,427,N/A,N/A,Manufactured Housing,35.518864,-108.69127,,
"8401 East Saddlebrook Drive North Charleston,SC 29406",The Gables of Charleston,SC-The Gables of Charleston-8401,"Dorchester, SC",Relatively Moderate,Yes! Communities,Stockbridge Capital Group,425,2005,No,Manufactured Housing,32.921012,-80.103545,,
"893 Spring Ridge Dr Iowa City,IA 52246",Lake Ridge Estates,IA-Lake Ridge Estates-893,"Johnson, IA",Relatively Moderate,Havenpark Communities,Havenpark Capital Partners,425,2022,Fannie Mae,Manufactured Housing,41.630858,-91.554719,,
"6130 E Avon Lima Rd Avon,NY 14414",Twin Cedars,NY-Twin Cedars-6130,"Livingston, NY",Relatively Low,Windward Communities,Green Courte Partners,425,N/A,No,Manufactured Housing,42.904169,-77.680849,,
"225 S 1st St Eagle,NE 68347",Eagle Way,NE-Eagle Way-225,"Cass, NE",Very Low,Horizon Land Company,Federal Capital Partners,424,N/A,No,Manufactured Housing,40.818793,-96.427196,,
"3601 North 1st St Lincoln,NE 68521",Contempo at the Highlands,NE-Contempo at the Highlands-3601,"Lancaster, NE",Relatively Moderate,Horizon Land Company,Federal Capital Partners,424,N/A,No,Manufactured Housing,40.848483,-96.721327,,
"10771 Dixie Hwy Davisburg,MI 48350",Springrove,MI-Springrove-10771,"Oakland, MI",Relatively High,Windward Communities,Green Courte Partners,424,2018,Freddie Mac,Manufactured Housing,42.783469,-83.507397,,
"47 Bluebird Hill Dr Orion,MI 48359",Orion Lakes,MI-Orion Lakes-47,"Oakland, MI",Relatively High,Havenpark Communities,Havenpark Capital Partners,423,2022,Fannie Mae,Manufactured Housing,42.708908,-83.251753,,
"6223 Highway 51 South Janesville,WI 53546",Rockvale,WI-Rockvale -6223,"Rock, WI",Relatively Moderate,RHP Properties (RHP),RHP Properties,423,N/A,Fannie Mae,Manufactured Housing,42.590237,-89.020336,,
"6300 W Tropicana Ave Las Vegas,NV 89103",West Valley,NV-West Valley-6300,"Clark, NV",Very High,Yes! Communities,Stockbridge Capital Group,421,2022,Freddie Mac,Manufactured Housing,36.101701,-115.23001,,
"12700 Elliott Ave. El Monte,CA 91732",Brookside Country Club,CA-Brookside Country Club -12700,"Los Angeles, CA",Very High,RHP Properties (RHP),RHP Properties,421,N/A,Freddie Mac,Manufactured Housing,34.047214,-118.014479,,
"4528 Halifax SW Wyoming,MI 49519",Ferrand Estates,MI-Ferrand Estates-4528,"Kent, MI",Relatively Moderate,Yes! Communities,Stockbridge Capital Group,420,N/A,No,Manufactured Housing,42.882307,-85.730178,,
"2207 N 1st St Conroe,TX",Conroe Estates,TX-Conroe Estates-2207,"Montgomery, TX",Relatively High,Havenpark Communities,Havenpark Capital Partners,420,2022,N/A,Manufactured Housing,30.331518,-95.45538,,
"1776 Independence Ave Urbana,IL 61802",Liberty Estate Commons,IL-Liberty Estate Commons-1776,"Champaign, IL",Relatively Moderate,Horizon Land Company,Federal Capital Partners,416,N/A,No,Manufactured Housing,40.134196,-88.187448,,
"625 forrester st. Greenville,TX 75401",Los Caballos,TX-Los Caballos-625,"Hunt, TX",Relatively Moderate,Crow Holdings,Crow Holdings Capital - Real Estate,416,2021,No,Manufactured Housing,33.137823,-96.056801,,
"301 Green Park South Pelham,AL 35124",Green Park South,AL-Green Park South-301,"Shelby, AL",Relatively Moderate,Yes! Communities,Stockbridge Capital Group,415,N/A,Fannie Mae,Manufactured Housing,33.327563,-86.800286,,
"7807 E Main St Mesa,AZ 85207",Agave Village,AZ-Agave Village-7807,"Maricopa, AZ",Very High,Treehouse Communities,The Blackstone Group,415,2018,Fannie Mae,Manufactured Housing,33.412094,-111.665439,,
"2050 Four Seasons Dr Ankeny,IA",Autumn Ridge,IA-Autumn Ridge-2050,"Polk, IA",Relatively Moderate,Havenpark Communities,Havenpark Capital Partners,413,2024,N/A,Manufactured Housing,41.707124,-93.59424,,
"1000 Henderson Avenue Washington,PA 15301",Washington Estates,PA-Washington Estates-1000,"Washington, PA",Relatively Moderate,RHP Properties (RHP),RHP Properties,412,N/A,Freddie Mac,Manufactured Housing,40.201657,-80.272768,,
"16301 Beech Daly Rd Taylor,MI 48180",Wellington Estates,MI-Wellington Estates-16301,"Wayne, MI",Relatively High,Inspire Communities,Apollo Global Management,410,N/A,Fannie Mae,Manufactured Housing,42.186422,-83.286726,,
"2007 Betz Rd Bellevue,NE 68005",Bellevue Terrace,NE-Bellevue Terrace-2007,"Sarpy, NE",Relatively Moderate,Horizon Land Company,Federal Capital Partners,410,2021,Freddie Mac,Manufactured Housing,41.138702,-95.92237,,
"11644 Old Denton Rd Fort Worth,TX 76248",Meadow Glen,TX-Meadow Glen-11644,"Tarrant, TX",Relatively High,Yes! Communities,Stockbridge Capital Group,409,2008,No,Manufactured Housing,32.94557,-97.29455,,
"3308 South East 89th St Oklahoma City,OK 73135",Burntwood,OK-Burntwood-3308,"Cleveland, OK",Relatively Moderate,Yes! Communities,Stockbridge Capital Group,408,2012,Fannie Mae,Manufactured Housing,35.375275,-97.454575,,
"799 Clearlake Rd Cocoa,FL 32922",Sunrise Village Mobile Home Park,FL-Sunrise Village Mobile Home Park-799,"Brevard, FL",Relatively High,Riverstone Communities,Riverstone Capital Partners,407,N/A,Fannie Mae,Manufactured Housing,28.365404,-80.7587,,
"525 N. McHenry Rd. Wheeling,IL 60090",Whippletree Village,IL-Whippletree Village -525,"Cook, IL",Very High,RHP Properties (RHP),RHP Properties,407,N/A,Fannie Mae,Manufactured Housing,42.150054,-87.939148,,
"2530 N Hiawassee Rd Orlando,FL 32818",Silver Star ,FL-Silver Star -2530,"Orange, FL",Relatively High,RHP Properties (Brookfield),Brookfield Corporation,406,2017,No,Manufactured Housing,28.576348,-81.476813,,
